bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
9L07,888S,2026-07-12T01:21:38,266.8954162597656,FM,25,"-111.9233040912369,57.03146094987935",240,Dover,Point,240,1.112,red,0.56,8
9L112PT,888S,2026-07-12T01:21:38,266.6300048828125,FM,25,"-111.91605179145384,57.03992817914161",240,Dover,Point,240,1.111,red,0.555,8
9L30PT,888S,2026-07-12T01:21:38,266.66998291015625,FM,25,"-111.91674406108763,57.02914375727954",240,Dover,Point,240,1.111,red,0.556,8
9L74,888S,2026-07-12T01:21:38,266.5799865722656,FM,25,"-111.9191684785186,57.024194671745285",240,Dover,Point,240,1.111,red,0.554,8
13A,889S,2026-07-12T01:21:38,13.809999465942383,EE,28,"-110.39735174173016,54.5767116627084",144,Mahkeses,Point,25,0.552,grey,0.3,8
13B,889S,2026-07-12T01:21:38,13.880000114440918,EE,28,"-110.38212122493965,54.586225527436696",144,Mahkeses,Point,25,0.555,grey,0.3,8
144A,889S,2026-07-12T01:21:38,145.55999755859375,EE,28,"-110.38286975101556,54.58836914952008",144,Mahkeses,Point,138,1.055,green,0.3,8
144B,889S,2026-07-12T01:21:38,145.05999755859375,EE,28,"-110.38681925609741,54.59491015574824",144,Mahkeses,Point,138,1.051,green,0.3,8
144A,890S,2026-07-12T01:21:38,149.94302368164062,NW,18,"-117.21628660679568,58.44744843195838",144,Melito,Point,138,1.087,green,0.433,8
144KV,892S,2026-07-12T01:21:38,144.05999755859375,EC,42,"-111.20275022745292,52.141314118784734",144,Ribstone Creek,Point,138,1.044,green,0.3,8
700PT1,893S,2026-07-12T01:21:38,142.8300018310547,SE,48,"-110.24479411953374,50.79195709490107",144,Cavendish,Point,138,1.035,green,0.3,8
138_B1,895S,2026-07-12T01:21:38,140.4300079345703,SE,4,"-111.17995807524535,50.23271759496347",138,Suffield,Point,138,1.018,green,0.3,8
2502,895S,2026-07-12T01:21:38,25.72916603088379,SE,4,"-111.17941721875377,50.22225363747684",138,Suffield,Point,25,1.029,grey,0.3,8
2505,895S,2026-07-12T01:21:38,26.115816116333008,SE,4,"-111.16257120987532,50.233117304893746",138,Suffield,Point,25,1.045,grey,0.3,8
2510,895S,2026-07-12T01:21:38,25.738895416259766,SE,4,"-111.16793881568756,50.23626403079515",138,Suffield,Point,25,1.03,grey,0.3,8
138A,899S,2026-07-12T01:21:38,141.27627563476562,EC,37,"-110.45852957145192,52.780289098950114",138,Edgerton,Point,138,1.024,green,0.3,8
1057L,89S,2026-07-12T01:21:38,252.59999084472656,WE,60,"-113.45767652184209,53.43673330949127",240/500,Ellerslie,Point,240,1.052,red,0.3,8
1140L,89S,2026-07-12T01:21:38,252.48001098632812,WE,60,"-113.45622370957578,53.42994272502475",240/500,Ellerslie,Point,240,1.052,red,0.3,8
1202,89S,2026-07-12T01:21:38,534.5,WE,60,"-113.4495211572051,53.42943050472469",240/500,Ellerslie,Point,500,1.069,blue,0.345,8
1206L,89S,2026-07-12T01:21:38,536.2999877929688,WE,60,"-113.44949844817371,53.439666192674395",240/500,Ellerslie,Point,500,1.073,blue,0.363,8
1209,89S,2026-07-12T01:21:38,535.3999633789062,WE,60,"-113.4670453366251,53.44117244349166",240/500,Ellerslie,Point,500,1.071,blue,0.354,8
1212L,89S,2026-07-12T01:21:38,535.8999633789062,WE,60,"-113.45709411497964,53.43710653830462",240/500,Ellerslie,Point,500,1.072,blue,0.359,8
240E,89S,2026-07-12T01:21:38,251.9700164794922,WE,60,"-113.45301055665499,53.431219035155294",240/500,Ellerslie,Point,240,1.05,red,0.3,8
240W,89S,2026-07-12T01:21:38,252.94000244140625,WE,60,"-113.46562823057177,53.436361449844966",240/500,Ellerslie,Point,240,1.054,red,0.3,8
908,89S,2026-07-12T01:21:38,252.20001220703125,WE,60,"-113.45722914068715,53.43948808193853",240/500,Ellerslie,Point,240,1.051,red,0.3,8
947L,89S,2026-07-12T01:21:38,251.99000549316406,WE,60,"-113.45931939180299,53.42776671936801",240/500,Ellerslie,Point,240,1.05,red,0.3,8
B1,89S,2026-07-12T01:21:38,535.3999633789062,WE,60,"-113.4551611244034,53.43751195754669",240/500,Ellerslie,Point,500,1.071,blue,0.354,8
B2,89S,2026-07-12T01:21:38,535.7999877929688,WE,60,"-113.44973643646777,53.43379800122913",240/500,Ellerslie,Point,500,1.072,blue,0.358,8
7L106,905S,2026-07-12T01:21:38,152.9199981689453,NW,19,"-117.5584059111243,57.093179822456634",144,Meikle,Point,138,1.108,green,0.541,8
7L120,905S,2026-07-12T01:21:38,152.91000366210938,NW,19,"-117.56891298077385,57.10039830471593",144,Meikle,Point,138,1.108,green,0.54,8
7L131,905S,2026-07-12T01:21:38,152.9199981689453,NW,19,"-117.56343765267655,57.1015474323362",144,Meikle,Point,138,1.108,green,0.541,8
7L138,905S,2026-07-12T01:21:38,152.66000366210938,NW,19,"-117.56771590855581,57.09680993763557",144,Meikle,Point,138,1.106,green,0.531,8
7L58,905S,2026-07-12T01:21:38,152.94000244140625,NW,19,"-117.55953687948538,57.10413170442785",144,Meikle,Point,138,1.108,green,0.541,8
7L62,905S,2026-07-12T01:21:38,152.989990234375,NW,19,"-117.57146692446972,57.11247403588322",144,Meikle,Point,138,1.109,green,0.543,8
131,906S,2026-07-12T01:21:38,14.309999465942383,EE,33,"-113.1666088086303,53.731342008964596",138,Ross Creek,Point,25,0.572,grey,0.3,8
B2,906S,2026-07-12T01:21:38,14.183999061584473,EE,33,"-113.16522649360118,53.73160995562225",138,Ross Creek,Point,25,0.567,grey,0.3,8
144A,909S,2026-07-12T01:21:38,148.22999572753906,EE,28,"-110.50093681500454,54.682548390943715",144,Mahno,Point,138,1.074,green,0.371,8
701,910S,2026-07-12T01:21:38,145.94000244140625,EC,42,"-110.52046046878651,51.4157070357611",144,Excel,Point,138,1.058,green,0.3,8
701,914S,2026-07-12T01:21:38,142.39999389648438,SE,48,"-110.35057058330591,50.85801589832346",144,Bindloss,Point,138,1.032,green,0.3,8
700PT1,917S,2026-07-12T01:21:38,149.4199981689453,FM,25,"-111.81402427357348,56.10570139541294",144,Horse River,Point,138,1.083,green,0.414,8
700PT2,917S,2026-07-12T01:21:38,149.33999633789062,FM,25,"-111.79986061136464,56.11691154158772",144,Horse River,Point,138,1.082,green,0.411,8
700PT1,918S,2026-07-12T01:21:38,142.47000122070312,EE,13,"-111.03349363239617,53.23330160110698",144,Bauer,Point,138,1.032,green,0.3,8
1D1,919S,2026-07-12T01:21:38,261.6399841308594,FM,25,"-111.50322113978329,57.25720918125095",240,Hartly,Point,240,1.09,red,0.451,8
2D1,919S,2026-07-12T01:21:38,261.75,FM,25,"-111.50425426443876,57.249372555435485",240,Hartly,Point,240,1.091,red,0.453,8
900BS1,925S,2026-07-12T01:21:38,264.55999755859375,FM,25,"-111.07295704027415,57.243263674720765",240,Green Stocking,Point,240,1.102,red,0.512,8
900BS2,925S,2026-07-12T01:21:38,264.54998779296875,FM,25,"-111.07079015220539,57.23407336863016",240,Green Stocking,Point,240,1.102,red,0.511,8
9L39PT,925S,2026-07-12T01:21:38,264.6099853515625,FM,25,"-111.07884628114921,57.239427666868266",240,Green Stocking,Point,240,1.103,red,0.513,8
9L77PT,925S,2026-07-12T01:21:38,264.79998779296875,FM,25,"-111.07513871422707,57.2446651362612",240,Green Stocking,Point,240,1.103,red,0.517,8
700PT1,927S,2026-07-12T01:21:38,152.8199920654297,NW,19,"-117.59110337002231,56.91828048263779",144,Buchanan Creek,Point,138,1.107,green,0.537,8
180N,928S,2026-07-12T01:21:38,142.0299835205078,SW,49,"-113.38583290981158,50.1710977363998",138,East Stavely,Point,138,1.029,green,0.3,8
400BS2,930S,2026-07-12T01:21:38,13.210000038146973,NW,17,"-119.2911577861882,58.424076658558",144,Arcenciel,Point,25,0.528,grey,0.3,8
700PT1,930S,2026-07-12T01:21:38,150.489990234375,NW,17,"-119.2899182546197,58.422359314089256",144,Arcenciel,Point,138,1.091,green,0.453,8
700PT2,930S,2026-07-12T01:21:38,150.42999267578125,NW,17,"-119.29730657540222,58.417152613231046",144,Arcenciel,Point,138,1.09,green,0.45,8
718PT,930S,2026-07-12T01:21:38,150.0800018310547,NW,17,"-119.29208597178278,58.414742131148664",144,Arcenciel,Point,138,1.088,green,0.438,8
719PT,930S,2026-07-12T01:21:38,150.22000122070312,NW,17,"-119.29199001691299,58.40644608116508",144,Arcenciel,Point,138,1.089,green,0.443,8
7L109PT,930S,2026-07-12T01:21:38,150.4499969482422,NW,17,"-119.29037636980507,58.405468943950915",144,Arcenciel,Point,138,1.09,green,0.451,8
7L113PT,930S,2026-07-12T01:21:38,150.39999389648438,NW,17,"-119.28491258978273,58.410152338369706",144,Arcenciel,Point,138,1.09,green,0.449,8
7L122PT,930S,2026-07-12T01:21:38,150.3300018310547,NW,17,"-119.28541656996266,58.4245277501157",144,Arcenciel,Point,138,1.089,green,0.447,8
7L64PT,930S,2026-07-12T01:21:38,150.38999938964844,NW,17,"-119.28667343302924,58.42042430136504",144,Arcenciel,Point,138,1.09,green,0.449,8
7L93PT,930S,2026-07-12T01:21:38,150.5399932861328,NW,17,"-119.29883868853184,58.411510034479825",144,Arcenciel,Point,138,1.091,green,0.454,8
700PT1,932S,2026-07-12T01:21:38,145.92999267578125,EC,42,"-110.60756499080637,51.98368071116984",144/240,Pemukan,Point,138,1.057,green,0.3,8
700PT2,932S,2026-07-12T01:21:38,146.17999267578125,EC,42,"-110.60105398200048,51.98338005838934",144/240,Pemukan,Point,138,1.059,green,0.3,8
900PT1,932S,2026-07-12T01:21:38,258.7799987792969,EC,42,"-110.60636700605795,51.98393223056585",144/240,Pemukan,Point,240,1.078,red,0.391,8
900PT2,932S,2026-07-12T01:21:38,259.17999267578125,EC,42,"-110.59667115388305,51.98869333321517",144/240,Pemukan,Point,240,1.08,red,0.4,8
9L46PT,932S,2026-07-12T01:21:38,258.739990234375,EC,42,"-110.59677578911743,51.98686799724638",144/240,Pemukan,Point,240,1.078,red,0.39,8
9L966PT,932S,2026-07-12T01:21:38,258.79998779296875,EC,42,"-110.61284132617857,51.98563859411843",144/240,Pemukan,Point,240,1.078,red,0.392,8
900PT1,934S,2026-07-12T01:21:38,264.6000061035156,FM,25,"-111.12822626804783,57.167816232508486",240,Black Fly,Point,240,1.103,red,0.513,8
900PT2,934S,2026-07-12T01:21:38,264.5,FM,25,"-111.13591643417944,57.16765824851056",240,Black Fly,Point,240,1.102,red,0.51,8
9L39PT,934S,2026-07-12T01:21:38,264.1300048828125,FM,25,"-111.13962896042159,57.1783525554247",240,Black Fly,Point,240,1.101,red,0.503,8
9L69PT,934S,2026-07-12T01:21:38,264.2900085449219,FM,25,"-111.12380263406232,57.170378820788855",240,Black Fly,Point,240,1.101,red,0.506,8
9L77PT,934S,2026-07-12T01:21:38,264.0899963378906,FM,25,"-111.12165260980635,57.17949061846722",240,Black Fly,Point,240,1.1,red,0.502,8
9L84PT,934S,2026-07-12T01:21:38,264.29998779296875,FM,25,"-111.13456429209634,57.18501877620734",240,Black Fly,Point,240,1.101,red,0.506,8
700PT1,936S,2026-07-12T01:21:38,144.52000427246094,EE,28,"-111.46899865237063,54.27602118373836",144,Norberg,Point,138,1.047,green,0.3,8
9L19PT,937S,2026-07-12T01:21:38,269.3500061035156,FM,25,"-112.10464787623911,56.78912033830249",240,AMR02,Point,240,1.122,red,0.611,8
9L28PT,937S,2026-07-12T01:21:38,269.19000244140625,FM,25,"-112.11711091960433,56.786333100524914",240,AMR02,Point,240,1.122,red,0.608,8
1200BS1PT,939S,2026-07-12T01:21:38,535.4000244140625,FM,25,"-113.0012425138982,56.382852004631204",144/240,Livock (500 kV),Point,500,1.071,blue,0.354,8
1200BS2PT,939S,2026-07-12T01:21:38,535.7000122070312,FM,25,"-113.00661466448581,56.38216008300315",144/240,Livock (500 kV),Point,500,1.071,blue,0.357,8
12L41PT,939S,2026-07-12T01:21:38,535.1000366210938,FM,25,"-113.00546182139425,56.38616103811465",144/240,Livock (500 kV),Point,500,1.07,blue,0.351,8
12L44PT,939S,2026-07-12T01:21:38,536.2999877929688,FM,25,"-112.99516229936059,56.3790824986942",144/240,Livock (500 kV),Point,500,1.073,blue,0.363,8
700PT1,939S,2026-07-12T01:21:38,148.30999755859375,FM,25,"-113.00295291559597,56.37461410149112",144/240,Livock (500 kV),Point,138,1.075,green,0.374,8
900PT1,939S,2026-07-12T01:21:38,270.0299987792969,FM,25,"-113.00518769555255,56.37415527672291",144/240,Livock (500 kV),Point,240,1.125,red,0.626,8
900PT3,939S,2026-07-12T01:21:38,269.8299865722656,FM,25,"-113.00915837908744,56.38845664535375",144/240,Livock (500 kV),Point,240,1.124,red,0.621,8
9L10PT,939S,2026-07-12T01:21:38,271.8999938964844,FM,25,"-113.00198516815716,56.38401929209512",144/240,Livock (500 kV),Point,240,1.133,red,0.665,8
9L57PT,939S,2026-07-12T01:21:38,270.6399841308594,FM,25,"-113.00941160908242,56.376343938971175",144/240,Livock (500 kV),Point,240,1.128,red,0.638,8
700PT1,940S,2026-07-12T01:21:38,146.62998962402344,EE,28,"-110.5003975205272,54.207326468347254",144,Beartrap,Point,138,1.063,green,0.313,8
13_A,944S,2026-07-12T01:21:38,13.5,NW,20,"-119.21910457007294,55.33791419977837",144,Lowe Lake,Point,25,0.54,grey,0.3,8
144A,944S,2026-07-12T01:21:38,149.0,NW,20,"-119.20685605520222,55.329455461662924",144,Lowe Lake,Point,138,1.08,green,0.399,8
900PT1,946S,2026-07-12T01:21:38,260.5899963378906,EC,42,"-111.81190642839238,51.34880543254762",240,Oakland,Point,240,1.086,red,0.429,8
900PT2,946S,2026-07-12T01:21:38,260.4599914550781,EC,42,"-111.81185152316792,51.34917382711437",240,Oakland,Point,240,1.085,red,0.426,8
9L24PT,946S,2026-07-12T01:21:38,260.239990234375,EC,42,"-111.8122526484529,51.34700522925292",240,Oakland,Point,240,1.084,red,0.422,8
9L29PT,946S,2026-07-12T01:21:38,260.3399963378906,EC,42,"-111.81267267338951,51.351787289386415",240,Oakland,Point,240,1.085,red,0.424,8
9L70PT,946S,2026-07-12T01:21:38,260.2099914550781,EC,42,"-111.80162931968664,51.34578120660226",240,Oakland,Point,240,1.084,red,0.421,8
9L97PT,946S,2026-07-12T01:21:38,260.0799865722656,EC,42,"-111.80503589434228,51.34430959711652",240,Oakland,Point,240,1.084,red,0.418,8
700PT1,947S,2026-07-12T01:21:38,140.0399932861328,EE,33,"-112.81384111455459,54.1557046863898",144,Weasel Creek,Point,138,1.015,green,0.3,8
700PT1,948S,2026-07-12T01:21:38,152.16000366210938,EC,42,"-113.2371532365115,52.14339389265742",144,Heatburg,Point,138,1.103,green,0.513,8
700PT2,950S,2026-07-12T01:21:38,148.08999633789062,FM,25,"-113.40001180068738,56.36124171471127",144,Germain,Point,138,1.073,green,0.366,8
T1_L,953S,2026-07-12T01:21:38,0.0,CY,44,"-116.17416679836568,51.43462862039113",69,Lake Louise,Point,25,0,grey,0.3,8
T2_L,953S,2026-07-12T01:21:38,0.0,CY,44,"-116.16839646517177,51.427991284826035",69,Lake Louise,Point,25,0,grey,0.3,8
1A01,956S,2026-07-12T01:21:38,143.27000427246094,EE,56,"-111.9343848689637,53.81340378199558",144,Watt Lake,Point,138,1.038,green,0.3,8
700PT1,959S,2026-07-12T01:21:38,145.5,EC,42,"-110.56912148114014,51.41192160621083",144/240,Lanfine,Point,138,1.054,green,0.3,8
700PT2,959S,2026-07-12T01:21:38,145.8000030517578,EC,42,"-110.55390138789582,51.402827455489145",144/240,Lanfine,Point,138,1.057,green,0.3,8
7L116PT,959S,2026-07-12T01:21:38,145.58999633789062,EC,42,"-110.55983259568949,51.39725720557346",144/240,Lanfine,Point,138,1.055,green,0.3,8
7L132PT,959S,2026-07-12T01:21:38,145.47999572753906,EC,42,"-110.55978260102181,51.40890177879917",144/240,Lanfine,Point,138,1.054,green,0.3,8
900PT1,959S,2026-07-12T01:21:38,258.80999755859375,EC,42,"-110.56120349446398,51.412633180096684",144/240,Lanfine,Point,240,1.078,red,0.392,8
900PT2,959S,2026-07-12T01:21:38,259.44000244140625,EC,42,"-110.5526399577257,51.399979554828974",144/240,Lanfine,Point,240,1.081,red,0.405,8
921PT,959S,2026-07-12T01:21:38,257.4700012207031,EC,42,"-110.56324852101872,51.398610280211045",144/240,Lanfine,Point,240,1.073,red,0.364,8
9L24PT,959S,2026-07-12T01:21:38,258.8599853515625,EC,42,"-110.56787603903221,51.41113975398932",144/240,Lanfine,Point,240,1.079,red,0.393,8
9L46PT,959S,2026-07-12T01:21:38,258.82000732421875,EC,42,"-110.57037622929688,51.40627726823046",144/240,Lanfine,Point,240,1.078,red,0.392,8
900PT1,960S,2026-07-12T01:21:38,267.69000244140625,FM,25,"-112.14122210402944,56.760618785001505",240,Birchwood Creek,Point,240,1.115,red,0.577,8
900PT2,960S,2026-07-12T01:21:38,268.0299987792969,FM,25,"-112.12434393638539,56.76560557812131",240,Birchwood Creek,Point,240,1.117,red,0.584,8
9L144PT,960S,2026-07-12T01:21:38,267.8699951171875,FM,25,"-112.12556083406041,56.76654786950061",240,Birchwood Creek,Point,240,1.116,red,0.581,8
9L19PT,960S,2026-07-12T01:21:38,268.1600036621094,FM,25,"-112.13809680037134,56.76858323959831",240,Birchwood Creek,Point,240,1.117,red,0.587,8
9L28PT,960S,2026-07-12T01:21:38,268.17999267578125,FM,25,"-112.13738976529449,56.76192670455417",240,Birchwood Creek,Point,240,1.117,red,0.587,8
9L57PT,960S,2026-07-12T01:21:38,268.1099853515625,FM,25,"-112.1240064030966,56.76079627887437",240,Birchwood Creek,Point,240,1.117,red,0.586,8
9L74PT,960S,2026-07-12T01:21:38,268.0799865722656,FM,25,"-112.1329651340182,56.76874376392144",240,Birchwood Creek,Point,240,1.117,red,0.585,8
9L95PT,960S,2026-07-12T01:21:38,268.3699951171875,FM,25,"-112.13980316777848,56.771507417972714",240,Birchwood Creek,Point,240,1.118,red,0.591,8
700PT1,963S,2026-07-12T01:21:38,149.9499969482422,EC,42,"-112.21691751038048,51.43162247483501",138/240,Coyote Lake,Point,138,1.087,green,0.433,8
900PT1,963S,2026-07-12T01:21:38,260.2599792480469,EC,42,"-112.22110759820232,51.4322076986668",138/240,Coyote Lake,Point,240,1.084,red,0.422,8
9L29PT,963S,2026-07-12T01:21:38,262.3800048828125,EC,42,"-112.22304695155644,51.44168834610612",138/240,Coyote Lake,Point,240,1.093,red,0.466,8
35B1,967S,2026-07-12T01:21:38,34.39999771118164,SW,54,"-112.40610268752926,49.56169757862607",138,Red Coat,Point,72,0.478,purple,0.3,8
900PT1,972S,2026-07-12T01:21:38,257.7699890136719,EC,36,"-112.03824760768781,52.38646757136801",240,Tinchebray,Point,240,1.074,red,0.37,8
900PT2,972S,2026-07-12T01:21:38,257.67999267578125,EC,36,"-112.04740628065483,52.39316255281056",240,Tinchebray,Point,240,1.074,red,0.368,8
9L16PT,972S,2026-07-12T01:21:38,257.3800048828125,EC,36,"-112.03888052513489,52.390637290865946",240,Tinchebray,Point,240,1.072,red,0.362,8
9L59PT,972S,2026-07-12T01:21:38,257.3399963378906,EC,36,"-112.04897986534641,52.38205913023047",240,Tinchebray,Point,240,1.072,red,0.361,8
9L93PT,972S,2026-07-12T01:21:38,257.69000244140625,EC,36,"-112.04105308934265,52.3753790515305",240,Tinchebray,Point,240,1.074,red,0.369,8
B11,973S,2026-07-12T01:21:38,34.5,EC,42,"-112.0555249939732,52.18141338005378",240,Lanes Lake,Point,72,0.479,purple,0.3,8
B21,973S,2026-07-12T01:21:38,34.39999771118164,EC,42,"-112.04048173524036,52.170794702606365",240,Lanes Lake,Point,72,0.478,purple,0.3,8
1AB1,975S,2026-07-12T01:21:38,140.9022979736328,WE,29,"-117.3439411259299,53.513815816459946",138,Dalehurst,Point,138,1.021,green,0.3,8
700,977S,2026-07-12T01:21:38,151.489990234375,FM,25,"-111.32145463079527,56.58948427966513",144/240,Salt Creek,Point,138,1.098,green,0.489,8
901,977S,2026-07-12T01:21:38,266.0799865722656,FM,25,"-111.31728457907843,56.597401031418805",144/240,Salt Creek,Point,240,1.109,red,0.543,8
902,977S,2026-07-12T01:21:38,266.1199951171875,FM,25,"-111.31931596108063,56.590826034301195",144/240,Salt Creek,Point,240,1.109,red,0.544,8
9L23,977S,2026-07-12T01:21:38,265.8399963378906,FM,25,"-111.31747249436285,56.58456010419332",144/240,Salt Creek,Point,240,1.108,red,0.538,8
9L84,977S,2026-07-12T01:21:38,266.1999816894531,FM,25,"-111.3059339439741,56.59373523599061",144/240,Salt Creek,Point,240,1.109,red,0.546,8
9L85,977S,2026-07-12T01:21:38,266.0299987792969,FM,25,"-111.30938722659177,56.58480773674754",144/240,Salt Creek,Point,240,1.108,red,0.542,8
0040_240_9900,9900S,2026-07-12T01:21:38,262.0,FM,25,"-111.14163782971924,57.42725089187887",240,Kearl,Point,240,1.092,red,0.458,8
0040_72_9901,9900S,2026-07-12T01:21:38,71.0,FM,25,"-111.13293571920642,57.425237902131364",240,Kearl,Point,72,0.986,purple,0.3,8
0040_72_9902,9900S,2026-07-12T01:21:38,71.0,FM,25,"-111.13607725921732,57.42846189438703",240,Kearl,Point,72,0.986,purple,0.3,8
0040_72_9903,9900S,2026-07-12T01:21:38,70.0,FM,25,"-111.13110579512896,57.43625769717001",240,Kearl,Point,72,0.972,purple,0.3,8
0040_72_9904,9900S,2026-07-12T01:21:38,70.0,FM,25,"-111.14235625233496,57.43534340394884",240,Kearl,Point,72,0.972,purple,0.3,8
2040_72_9903,9900S,2026-07-12T01:21:38,70.30000305175781,FM,25,"-111.146108023416,57.43036536663942",240,Kearl,Point,72,0.976,purple,0.3,8
2040_72_9904,9900S,2026-07-12T01:21:38,70.30000305175781,FM,25,"-111.14806592129845,57.43645165426499",240,Kearl,Point,72,0.976,purple,0.3,8
2040_72_9923,9900S,2026-07-12T01:21:38,71.4000015258789,FM,25,"-111.137846026051,57.420012016954146",240,Kearl,Point,72,0.992,purple,0.3,8
240_9900_5,9900S,2026-07-12T01:21:38,262.0,FM,25,"-111.14688614185019,57.4205523022323",240,Kearl,Point,240,1.092,red,0.458,8
2AB1,991S,2026-07-12T01:21:38,256.6000061035156,SW,49,"-112.77201859693473,50.25653395337417",240,Little Bow,Point,240,1.069,red,0.346,8
34B1,991S,2026-07-12T01:21:38,34.5,SW,49,"-112.76758392199902,50.26863458275674",240,Little Bow,Point,72,0.479,purple,0.3,8
34B2,991S,2026-07-12T01:21:38,34.39999771118164,SW,49,"-112.7546589909247,50.25469522089184",240,Little Bow,Point,72,0.478,purple,0.3,8
34B3,991S,2026-07-12T01:21:38,34.5,SW,49,"-112.76899890506421,50.257867222829816",240,Little Bow,Point,72,0.479,purple,0.3,8
1A02,993S,2026-07-12T01:21:38,139.5337371826172,EE,33,"-112.84976743411902,54.24045752522833",138,Abee,Point,138,1.011,green,0.3,8
