bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
13B,806S,2026-07-12T01:21:38,14.179999351501465,SW,53,"-113.90319678815722,49.56045834471081",138,Oldman River,Point,25,0.567,grey,0.3,8
13_8_BUS,806S,2026-07-12T01:21:38,14.170000076293945,SW,53,"-113.9036941390321,49.557517590860506",138,Oldman River,Point,25,0.567,grey,0.3,8
144A,806S,2026-07-12T01:21:38,143.19000244140625,SW,53,"-113.88944984244375,49.554595499758065",138,Oldman River,Point,138,1.038,green,0.3,8
191,807S,2026-07-12T01:21:38,0.0,SE,43,"-111.79260775362133,51.44700684998873",240,Sheerness,Point,25,0,grey,0.3,8
192,807S,2026-07-12T01:21:38,0.0,SE,43,"-111.79639760978625,51.43871419594626",240,Sheerness,Point,25,0,grey,0.3,8
144A,809S,2026-07-12T01:21:38,149.5800018310547,NW,26,"-115.56927135485931,54.604455029038554",144/240,Louise Creek,Point,138,1.084,green,0.42,8
240A,809S,2026-07-12T01:21:38,264.2200012207031,NW,26,"-115.57628473268613,54.61582398617903",144/240,Louise Creek,Point,240,1.101,red,0.505,8
240E,809S,2026-07-12T01:21:38,263.2900085449219,NW,26,"-115.55993587425706,54.61790877464227",144/240,Louise Creek,Point,240,1.097,red,0.485,8
240M,809S,2026-07-12T01:21:38,264.19000244140625,NW,26,"-115.55829673545527,54.61599452035234",144/240,Louise Creek,Point,240,1.101,red,0.504,8
240P,809S,2026-07-12T01:21:38,263.9599914550781,NW,26,"-115.57147681887452,54.61494626337913",144/240,Louise Creek,Point,240,1.1,red,0.499,8
240R,809S,2026-07-12T01:21:38,264.04998779296875,NW,26,"-115.57164526286051,54.615411032148124",144/240,Louise Creek,Point,240,1.1,red,0.501,8
240U,809S,2026-07-12T01:21:38,263.80999755859375,NW,26,"-115.5612608617645,54.613350191404834",144/240,Louise Creek,Point,240,1.099,red,0.496,8
240Z,809S,2026-07-12T01:21:38,263.80999755859375,NW,26,"-115.56292573687543,54.60818892332469",144/240,Louise Creek,Point,240,1.099,red,0.496,8
144A,811S,2026-07-12T01:21:38,150.0699920654297,NW,20,"-118.68698063535108,55.25161065832982",144,Clairmont Lake,Point,138,1.087,green,0.437,8
500PT1,812S,2026-07-12T01:21:38,25.969999313354492,NW,19,"-116.05323382131003,56.51746730635442",144,Norcen,Point,25,1.039,grey,0.3,8
144B,815S,2026-07-12T01:21:38,146.88999938964844,NW,20,"-119.62164102011961,55.28270665592206",144,Goodfare,Point,138,1.064,green,0.322,8
25A,815S,2026-07-12T01:21:38,26.136001586914062,NW,20,"-119.61620210496604,55.288712552932466",144,Goodfare,Point,25,1.045,grey,0.3,8
138A,818S,2026-07-12T01:21:38,140.8300018310547,EE,27,"-111.04449159000474,55.35300690791809",138,Winefred,Point,138,1.021,green,0.3,8
144A,820S,2026-07-12T01:21:38,151.14999389648438,FM,25,"-111.34478587677542,56.61711041682733",144,Hangingstone,Point,138,1.095,green,0.476,8
25_A,820S,2026-07-12T01:21:38,26.139999389648438,FM,25,"-111.34394247782363,56.63042513338009",144,Hangingstone,Point,25,1.046,grey,0.3,8
25_B,820S,2026-07-12T01:21:38,26.160001754760742,FM,25,"-111.3497586053616,56.630687406355165",144,Hangingstone,Point,25,1.046,grey,0.3,8
144A,822S,2026-07-12T01:21:38,145.83999633789062,EE,28,"-110.73446283358867,54.694134701098996",144,Wolf Lake,Point,138,1.057,green,0.3,8
25A,822S,2026-07-12T01:21:38,25.719999313354492,EE,28,"-110.75343870005489,54.68014819009357",144,Wolf Lake,Point,25,1.029,grey,0.3,8
900PT2,825S,2026-07-12T01:21:38,257.8500061035156,EE,28,"-111.75308954780733,54.40330847454257",240,Whitefish Lake,Point,240,1.074,red,0.372,8
906PT,825S,2026-07-12T01:21:38,258.0400085449219,EE,28,"-111.7543557641813,54.41584909238404",240,Whitefish Lake,Point,240,1.075,red,0.376,8
960,825S,2026-07-12T01:21:38,258.0,EE,28,"-111.75272562363223,54.41013482239034",240,Whitefish Lake,Point,240,1.075,red,0.375,8
961,825S,2026-07-12T01:21:38,258.07000732421875,EE,28,"-111.75012016414351,54.41936469502573",240,Whitefish Lake,Point,240,1.075,red,0.376,8
9L22,825S,2026-07-12T01:21:38,257.91998291015625,EE,28,"-111.75633873220072,54.412360524738716",240,Whitefish Lake,Point,240,1.075,red,0.373,8
9L36,825S,2026-07-12T01:21:38,258.1000061035156,EE,28,"-111.75314542269678,54.41021231006502",240,Whitefish Lake,Point,240,1.075,red,0.377,8
9L37,825S,2026-07-12T01:21:38,258.1199951171875,EE,28,"-111.75979427171934,54.41588117910696",240,Whitefish Lake,Point,240,1.075,red,0.377,8
144B,827S,2026-07-12T01:21:38,149.0399932861328,NW,19,"-115.36392139696251,56.245290466933206",144,Cranberry Lake,Point,138,1.08,green,0.4,8
25_BUS,827S,2026-07-12T01:21:38,26.185001373291016,NW,19,"-115.35362179446356,56.25655138017359",144,Cranberry Lake,Point,25,1.047,grey,0.3,8
25A,830S,2026-07-12T01:21:38,25.5,NW,19,"-116.80940115674278,56.3930301554346",144,Carmon,Point,25,1.02,grey,0.3,8
500PT1,830S,2026-07-12T01:21:38,26.299999237060547,NW,19,"-116.80387811367936,56.37899548465275",144,Carmon,Point,25,1.052,grey,0.3,8
501PT,832S,2026-07-12T01:21:38,26.010000228881836,NW,18,"-116.20182432458144,58.35980564329981",144,Blumenort,Point,25,1.04,grey,0.3,8
502PT,832S,2026-07-12T01:21:38,26.06999969482422,NW,18,"-116.20826056573426,58.37510212052057",144,Blumenort,Point,25,1.043,grey,0.3,8
701,834S,2026-07-12T01:21:38,151.0,NW,19,"-116.97062801559771,56.27325720834245",144/240,Wesley Creek,Point,138,1.094,green,0.471,8
702,834S,2026-07-12T01:21:38,150.59999084472656,NW,19,"-116.97336936917839,56.27426723421598",144/240,Wesley Creek,Point,138,1.091,green,0.457,8
707,834S,2026-07-12T01:21:38,151.00999450683594,NW,19,"-116.97019734753164,56.2824375103917",144/240,Wesley Creek,Point,138,1.094,green,0.471,8
709,834S,2026-07-12T01:21:38,150.80999755859375,NW,19,"-116.97899579515321,56.26920084448078",144/240,Wesley Creek,Point,138,1.093,green,0.464,8
7L106,834S,2026-07-12T01:21:38,150.91000366210938,NW,19,"-116.97169600429034,56.26881111023991",144/240,Wesley Creek,Point,138,1.094,green,0.468,8
902,834S,2026-07-12T01:21:38,273.05999755859375,NW,19,"-116.97825118850392,56.270929594448624",144/240,Wesley Creek,Point,240,1.138,red,0.689,8
903,834S,2026-07-12T01:21:38,273.8899841308594,NW,19,"-116.97761025834669,56.28533832351722",144/240,Wesley Creek,Point,240,1.141,red,0.706,8
904,834S,2026-07-12T01:21:38,272.7599792480469,NW,19,"-116.97426576641803,56.286905401267326",144/240,Wesley Creek,Point,240,1.136,red,0.682,8
9L11,834S,2026-07-12T01:21:38,273.2599792480469,NW,19,"-116.97175607485838,56.276494394679276",144/240,Wesley Creek,Point,240,1.139,red,0.693,8
700PT1,837S,2026-07-12T01:21:38,145.00999450683594,EE,28,"-110.56179735067477,54.62576384439772",144,Mahihkan,Point,138,1.051,green,0.3,8
700PT2,837S,2026-07-12T01:21:38,144.72000122070312,EE,28,"-110.54584702309941,54.61903308293663",144,Mahihkan,Point,138,1.049,green,0.3,8
A5,837S,2026-07-12T01:21:38,25.81999969482422,EE,28,"-110.55359138438736,54.632888909629564",144,Mahihkan,Point,25,1.033,grey,0.3,8
B5,837S,2026-07-12T01:21:38,26.119998931884766,EE,28,"-110.55267491335653,54.62398597062305",144,Mahihkan,Point,25,1.045,grey,0.3,8
2401,838S,2026-07-12T01:21:38,264.0,FM,25,"-111.79750409761417,57.350236803036786",240,Horizon Mining,Point,240,1.1,red,0.5,8
2402,838S,2026-07-12T01:21:38,263.8999938964844,FM,25,"-111.80907850707857,57.353865396853614",240,Horizon Mining,Point,240,1.1,red,0.498,8
3,838S,2026-07-12T01:21:38,263.79998779296875,FM,25,"-111.80026239350367,57.35027151876628",240,Horizon Mining,Point,240,1.099,red,0.496,8
34A,838S,2026-07-12T01:21:38,34.599998474121094,FM,25,"-111.81182198526237,57.349141540768514",240,Horizon Mining,Point,72,0.481,purple,0.3,8
34B,838S,2026-07-12T01:21:38,34.5,FM,25,"-111.80044849512345,57.33910030575751",240,Horizon Mining,Point,72,0.479,purple,0.3,8
71A,838S,2026-07-12T01:21:38,71.79999542236328,FM,25,"-111.80099630195559,57.34424383552585",240,Horizon Mining,Point,72,0.997,purple,0.3,8
72B,838S,2026-07-12T01:21:38,72.4000015258789,FM,25,"-111.81008703711339,57.34244297681004",240,Horizon Mining,Point,72,1.006,purple,0.3,8
900BS1,838S,2026-07-12T01:21:38,264.1199951171875,FM,25,"-111.80379345744132,57.34005474334187",240,Horizon Mining,Point,240,1.1,red,0.502,8
900BS2,838S,2026-07-12T01:21:38,264.1600036621094,FM,25,"-111.80961842150236,57.34018315637752",240,Horizon Mining,Point,240,1.101,red,0.503,8
E,838S,2026-07-12T01:21:38,263.6000061035156,FM,25,"-111.80385392501594,57.34967805776514",240,Horizon Mining,Point,240,1.098,red,0.492,8
701T_L,839S,2026-07-12T01:21:38,13.899999618530273,NW,19,"-117.18572104908756,56.37886746281428",144,Daishowa,Point,25,0.556,grey,0.3,8
138A,83S,2026-07-12T01:21:38,140.63401794433594,SE,52,"-112.15579737303547,49.82417556783378",138,Taber,Point,138,1.019,green,0.3,8
25_B1,83S,2026-07-12T01:21:38,25.700998306274414,SE,52,"-112.15466841811431,49.821878287102365",138,Taber,Point,25,1.028,grey,0.3,8
25_B2,83S,2026-07-12T01:21:38,25.933998107910156,SE,52,"-112.16207884200297,49.82476085128471",138,Taber,Point,25,1.037,grey,0.3,8
GEN,83S,2026-07-12T01:21:38,25.46562957763672,SE,52,"-112.15011822733001,49.80995635959016",138,Taber,Point,25,1.019,grey,0.3,8
700PT1,840S,2026-07-12T01:21:38,142.0800018310547,SE,48,"-110.01664317545305,50.606740434154624",138,McNeill Station,Point,138,1.03,green,0.3,8
701T_25,840S,2026-07-12T01:21:38,25.19999885559082,SE,48,"-110.02727357867995,50.60573410869677",138,McNeill Station,Point,25,1.008,grey,0.3,8
7L830PT1,840S,2026-07-12T01:21:38,141.8300018310547,SE,48,"-110.02786737487027,50.590938589171344",138,McNeill Station,Point,138,1.028,green,0.3,8
901T_25,840S,2026-07-12T01:21:38,25.76999855041504,SE,48,"-110.01719982825806,50.59235647840064",138,McNeill Station,Point,25,1.031,grey,0.3,8
SET_VOLT_7L830,840S,2026-07-12T01:21:38,139.0,SE,48,"-110.01911701546774,50.589507536554606",138,McNeill Station,Point,138,1.007,green,0.3,8
138A,841S,2026-07-12T01:21:38,149.35000610351562,FM,25,"-110.95158815436118,56.40135992196983",144,Long Lake,Point,138,1.082,green,0.411,8
13G1,841S,2026-07-12T01:21:38,14.324254035949707,FM,25,"-110.95644019150131,56.409672690396",144,Long Lake,Point,25,0.573,grey,0.3,8
13G2,841S,2026-07-12T01:21:38,14.324254035949707,FM,25,"-110.96109908101363,56.410762534532395",144,Long Lake,Point,25,0.573,grey,0.3,8
MB_A,841S,2026-07-12T01:21:38,24.89000129699707,FM,25,"-110.95282319162241,56.4003635048362",144,Long Lake,Point,25,0.996,grey,0.3,8
MB_B,841S,2026-07-12T01:21:38,24.73000144958496,FM,25,"-110.9598613597885,56.412856501900556",144,Long Lake,Point,25,0.989,grey,0.3,8
ORMAT_MB1_13_8,841S,2026-07-12T01:21:38,0.0,FM,25,"-110.95816154688346,56.40463985349291",144,Long Lake,Point,25,0,grey,0.3,8
13GT,842S,2026-07-12T01:21:38,13.899999618530273,FM,25,"-111.76415976071353,57.34258564452098",240,Horizon Upgrading,Point,25,0.556,grey,0.3,8
13ST,842S,2026-07-12T01:21:38,14.09999942779541,FM,25,"-111.76358057496388,57.33488422164494",240,Horizon Upgrading,Point,25,0.564,grey,0.3,8
2401,842S,2026-07-12T01:21:38,263.6999816894531,FM,25,"-111.7548265869612,57.34263250781807",240,Horizon Upgrading,Point,240,1.099,red,0.494,8
2402,842S,2026-07-12T01:21:38,263.8999938964844,FM,25,"-111.75965083100594,57.342161058440794",240,Horizon Upgrading,Point,240,1.1,red,0.498,8
34A1,842S,2026-07-12T01:21:38,34.70000076293945,FM,25,"-111.7630143042491,57.33470067561335",240,Horizon Upgrading,Point,72,0.482,purple,0.3,8
34A2,842S,2026-07-12T01:21:38,34.599998474121094,FM,25,"-111.7548843695803,57.34078831479317",240,Horizon Upgrading,Point,72,0.481,purple,0.3,8
34B1,842S,2026-07-12T01:21:38,34.599998474121094,FM,25,"-111.76569852231594,57.33639170797016",240,Horizon Upgrading,Point,72,0.481,purple,0.3,8
34B2,842S,2026-07-12T01:21:38,34.70000076293945,FM,25,"-111.76112877563426,57.342920271677876",240,Horizon Upgrading,Point,72,0.482,purple,0.3,8
13KV_BUSB,844S,2026-07-12T01:21:38,13.800000190734863,NW,21,"-114.52258971563109,55.25064659035561",144,A.E.C. Mill,Point,25,0.552,grey,0.3,8
144A,845S,2026-07-12T01:21:38,148.66000366210938,NW,20,"-118.73778799394027,55.0552324382603",144,Big Mountain,Point,138,1.077,green,0.386,8
702,845S,2026-07-12T01:21:38,148.89999389648438,NW,20,"-118.74338073463942,55.06859209035338",144,Big Mountain,Point,138,1.079,green,0.395,8
703,845S,2026-07-12T01:21:38,149.0699920654297,NW,20,"-118.726187034683,55.05115543218321",144,Big Mountain,Point,138,1.08,green,0.401,8
707,845S,2026-07-12T01:21:38,148.63999938964844,NW,20,"-118.7284953330235,55.061337626166264",144,Big Mountain,Point,138,1.077,green,0.386,8
708,845S,2026-07-12T01:21:38,149.0399932861328,NW,20,"-118.72627725793215,55.05257276597562",144,Big Mountain,Point,138,1.08,green,0.4,8
709,845S,2026-07-12T01:21:38,148.89999389648438,NW,20,"-118.74533169681496,55.057955276439664",144,Big Mountain,Point,138,1.079,green,0.395,8
710,845S,2026-07-12T01:21:38,148.6699981689453,NW,20,"-118.73180556070177,55.057810271781705",144,Big Mountain,Point,138,1.077,green,0.387,8
144A,846S,2026-07-12T01:21:38,145.5399932861328,EE,28,"-110.2397941811098,54.414357827258726",144,Grand Centre,Point,138,1.055,green,0.3,8
13G1,847S,2026-07-12T01:21:38,13.260000228881836,FM,25,"-111.50917316125366,57.25011072182571",144/240,Muskeg River,Point,25,0.53,grey,0.3,8
13G2,847S,2026-07-12T01:21:38,13.260000228881836,FM,25,"-111.51241277482667,57.25447068979514",144/240,Muskeg River,Point,25,0.53,grey,0.3,8
240A,847S,2026-07-12T01:21:38,261.9100036621094,FM,25,"-111.51459334722666,57.25070848721659",144/240,Muskeg River,Point,240,1.091,red,0.456,8
901T,847S,2026-07-12T01:21:38,261.1758728027344,FM,25,"-111.5153264205607,57.26238272803204",144/240,Muskeg River,Point,240,1.088,red,0.441,8
902PT,847S,2026-07-12T01:21:38,261.6600036621094,FM,25,"-111.51548665018497,57.26049569948897",144/240,Muskeg River,Point,240,1.09,red,0.451,8
902T,847S,2026-07-12T01:21:38,261.0833740234375,FM,25,"-111.50070315454786,57.24943367942426",144/240,Muskeg River,Point,240,1.088,red,0.439,8
903PT,847S,2026-07-12T01:21:38,261.8800048828125,FM,25,"-111.51162555027169,57.25139337278128",144/240,Muskeg River,Point,240,1.091,red,0.456,8
904PT,847S,2026-07-12T01:21:38,261.69000244140625,FM,25,"-111.50068862266512,57.26037347627887",144/240,Muskeg River,Point,240,1.09,red,0.452,8
240G,848S,2026-07-12T01:21:38,268.6109924316406,FM,25,"-111.54603638187636,56.98807140989058",72/144/240,Ruth Lake,Point,240,1.119,red,0.596,8
240K,848S,2026-07-12T01:21:38,267.53826904296875,FM,25,"-111.54333225709006,56.978613156430306",72/144/240,Ruth Lake,Point,240,1.115,red,0.574,8
240P,848S,2026-07-12T01:21:38,267.53826904296875,FM,25,"-111.5536631152361,56.97804255818858",72/144/240,Ruth Lake,Point,240,1.115,red,0.574,8
240V,848S,2026-07-12T01:21:38,267.9389953613281,FM,25,"-111.54131082409639,56.992526873987735",72/144/240,Ruth Lake,Point,240,1.116,red,0.582,8
24_C,848S,2026-07-12T01:21:38,267.6099853515625,FM,25,"-111.55227585083881,56.98976372486785",72/144/240,Ruth Lake,Point,240,1.115,red,0.575,8
47D1,848S,2026-07-12T01:21:38,152.38697814941406,FM,25,"-111.55257810068922,56.99510071889029",72/144/240,Ruth Lake,Point,138,1.104,green,0.521,8
500PT1,848S,2026-07-12T01:21:38,0.0,FM,25,"-111.54265127541916,56.99071549680174",72/144/240,Ruth Lake,Point,25,0,grey,0.3,8
500PT2,848S,2026-07-12T01:21:38,25.988000869750977,FM,25,"-111.55080605502876,56.977886428900476",72/144/240,Ruth Lake,Point,25,1.04,grey,0.3,8
601,848S,2026-07-12T01:21:38,72.95130157470703,FM,25,"-111.55755308093693,56.98259966515512",72/144/240,Ruth Lake,Point,72,1.013,purple,0.3,8
603,848S,2026-07-12T01:21:38,72.92250061035156,FM,25,"-111.5502984517777,56.995222501533604",72/144/240,Ruth Lake,Point,72,1.013,purple,0.3,8
605,848S,2026-07-12T01:21:38,73.18170166015625,FM,25,"-111.54472813253929,56.97551042340026",72/144/240,Ruth Lake,Point,72,1.016,purple,0.3,8
605T,848S,2026-07-12T01:21:38,18.777612686157227,FM,25,"-111.55525476654154,56.99211658830198",72/144/240,Ruth Lake,Point,25,0.751,grey,0.3,8
607,848S,2026-07-12T01:21:38,72.86489868164062,FM,25,"-111.55123602959875,56.978260311463025",72/144/240,Ruth Lake,Point,72,1.012,purple,0.3,8
69M,848S,2026-07-12T01:21:38,72.98009490966797,FM,25,"-111.55222518357361,56.984544620202996",72/144/240,Ruth Lake,Point,72,1.014,purple,0.3,8
69O,848S,2026-07-12T01:21:38,72.92250061035156,FM,25,"-111.55104019696552,56.98030978344548",72/144/240,Ruth Lake,Point,72,1.013,purple,0.3,8
704T,848S,2026-07-12T01:21:38,72.98009490966797,FM,25,"-111.54967775188591,56.97931761478898",72/144/240,Ruth Lake,Point,72,1.014,purple,0.3,8
71D1,848S,2026-07-12T01:21:38,152.44322204589844,FM,25,"-111.53938584885944,56.98256801925016",72/144/240,Ruth Lake,Point,138,1.105,green,0.523,8
723,848S,2026-07-12T01:21:38,72.95130157470703,FM,25,"-111.55261413214765,56.98652859287436",72/144/240,Ruth Lake,Point,72,1.013,purple,0.3,8
9012,848S,2026-07-12T01:21:38,270.8190002441406,FM,25,"-111.55674294921123,56.99003939711796",72/144/240,Ruth Lake,Point,240,1.128,red,0.642,8
9022,848S,2026-07-12T01:21:38,269.9549865722656,FM,25,"-111.55113619690975,56.99294131190045",72/144/240,Ruth Lake,Point,240,1.125,red,0.624,8
9L01,848S,2026-07-12T01:21:38,267.05999755859375,FM,25,"-111.55103400142748,56.98084785488431",72/144/240,Ruth Lake,Point,240,1.113,red,0.564,8
RL_2,848S,2026-07-12T01:21:38,267.6999816894531,FM,25,"-111.5408472567703,56.97842371436929",72/144/240,Ruth Lake,Point,240,1.115,red,0.577,8
25A,849S,2026-07-12T01:21:38,25.920000076293945,FM,25,"-111.86655206824813,57.31080607656634",240,Joslyn,Point,25,1.037,grey,0.3,8
9L08,849S,2026-07-12T01:21:38,264.3399963378906,FM,25,"-111.88022005269097,57.29616155953942",240,Joslyn,Point,240,1.101,red,0.507,8
9L09,849S,2026-07-12T01:21:38,264.4100036621094,FM,25,"-111.88110527591842,57.29719440236869",240,Joslyn,Point,240,1.102,red,0.509,8
9L137,849S,2026-07-12T01:21:38,264.3899841308594,FM,25,"-111.86967376050427,57.30125255492606",240,Joslyn,Point,240,1.102,red,0.508,8
9L155,849S,2026-07-12T01:21:38,263.6999816894531,FM,25,"-111.86542958344887,57.29759817548279",240,Joslyn,Point,240,1.099,red,0.494,8
700PT1,851S,2026-07-12T01:21:38,149.239990234375,NW,26,"-115.51429419968987,54.58045652769614",144,Morse River,Point,138,1.081,green,0.407,8
700PT1,853S,2026-07-12T01:21:38,153.02999877929688,NW,19,"-119.99960908104521,57.7498983493123",144,Ring Creek,Point,138,1.109,green,0.545,8
700PT2,853S,2026-07-12T01:21:38,153.12998962402344,NW,19,"-119.98984298262812,57.744676083418234",144,Ring Creek,Point,138,1.11,green,0.548,8
25B,856S,2026-07-12T01:21:38,25.619998931884766,FM,25,"-110.9541932975404,56.313771800820675",144/240,Kinosis,Point,25,1.025,grey,0.3,8
700PT1,856S,2026-07-12T01:21:38,145.66000366210938,FM,25,"-110.94921330699201,56.301631469100286",144/240,Kinosis,Point,138,1.056,green,0.3,8
700PT2,856S,2026-07-12T01:21:38,147.77000427246094,FM,25,"-110.96114262628656,56.309435901031044",144/240,Kinosis,Point,138,1.071,green,0.354,8
701PT,856S,2026-07-12T01:21:38,147.8199920654297,FM,25,"-110.94321310777683,56.298826105140364",144/240,Kinosis,Point,138,1.071,green,0.356,8
703PT,856S,2026-07-12T01:21:38,147.52000427246094,FM,25,"-110.94424020893624,56.313242342916055",144/240,Kinosis,Point,138,1.069,green,0.345,8
706PT,856S,2026-07-12T01:21:38,147.6999969482422,FM,25,"-110.94182269220454,56.305023740111466",144/240,Kinosis,Point,138,1.07,green,0.351,8
900PT1,856S,2026-07-12T01:21:38,265.75,FM,25,"-110.95171731994942,56.299977166223805",144/240,Kinosis,Point,240,1.107,red,0.536,8
906PT,856S,2026-07-12T01:21:38,265.5099792480469,FM,25,"-110.94221875491095,56.305906523772315",144/240,Kinosis,Point,240,1.106,red,0.531,8
9L45,856S,2026-07-12T01:21:38,264.9100036621094,FM,25,"-110.95493825753702,56.30869915369987",144/240,Kinosis,Point,240,1.104,red,0.519,8
9L85,856S,2026-07-12T01:21:38,265.0199890136719,FM,25,"-110.94613997601604,56.29808136155239",144/240,Kinosis,Point,240,1.104,red,0.521,8
13A,859S,2026-07-12T01:21:38,14.0,EE,28,"-110.58284094780862,54.77120118315249",144,Primrose,Point,25,0.56,grey,0.3,8
144A,859S,2026-07-12T01:21:38,143.5,EE,28,"-110.58344368917302,54.770690944839295",144,Primrose,Point,138,1.04,green,0.3,8
25A,859S,2026-07-12T01:21:38,25.19999885559082,EE,28,"-110.58346978566618,54.780294106071956",144,Primrose,Point,25,1.008,grey,0.3,8
500PT5,859S,2026-07-12T01:21:38,24.899999618530273,EE,28,"-110.58683304864599,54.78162971806214",144,Primrose,Point,25,0.996,grey,0.3,8
701,859S,2026-07-12T01:21:38,143.1999969482422,EE,28,"-110.57970453398235,54.76536844231686",144,Primrose,Point,138,1.038,green,0.3,8
7LPE1,859S,2026-07-12T01:21:38,143.39999389648438,EE,28,"-110.58795856997051,54.77328270198355",144,Primrose,Point,138,1.039,green,0.3,8
4_A,860S,2026-07-12T01:21:38,4.1670002937316895,FM,25,"-112.21285368861288,55.73583132591546",144,Crow,Point,25,0.167,grey,0.3,8
1252,86S,2026-07-12T01:21:38,253.50001525878906,WE,31,"-113.4871846148436,53.01876350637753",138/240,Bigstone,Point,240,1.056,red,0.3,8
138B,86S,2026-07-12T01:21:38,143.36000061035156,WE,31,"-113.48737628333235,53.01727708220377",138/240,Bigstone,Point,138,1.039,green,0.3,8
1752,86S,2026-07-12T01:21:38,254.40000915527344,WE,31,"-113.49439061239734,53.02249293699071",138/240,Bigstone,Point,240,1.06,red,0.3,8
240A,86S,2026-07-12T01:21:38,252.83538818359375,WE,31,"-113.48956761052867,53.02372211344815",138/240,Bigstone,Point,240,1.053,red,0.3,8
72A,873S,2026-07-12T01:21:38,74.77120208740234,EC,42,"-112.39441862605669,52.28560265315734",72,Marion Lake,Point,72,1.038,purple,0.3,8
18G,874S,2026-07-12T01:21:38,18.0,FM,25,"-111.90869525514192,57.04331475786929",240,Mackay River,Point,25,0.72,grey,0.3,8
240A,874S,2026-07-12T01:21:38,0.0,FM,25,"-111.90107652768788,57.045327969494465",240,Mackay River,Point,25,0,grey,0.3,8
25A,874S,2026-07-12T01:21:38,25.5,FM,25,"-111.89636516379159,57.04649289200774",240,Mackay River,Point,25,1.02,grey,0.3,8
144A,875S,2026-07-12T01:21:38,148.97000122070312,FM,25,"-111.73183892168952,56.293685072111614",144,Algar,Point,138,1.079,green,0.397,8
13G1,879S,2026-07-12T01:21:38,13.713390350341797,EE,33,"-113.08957636259139,53.80361502706536",138,Scotford Upgrader,Point,25,0.549,grey,0.3,8
13G2,879S,2026-07-12T01:21:38,13.803020477294922,EE,33,"-113.08616131352973,53.80672341552013",138,Scotford Upgrader,Point,25,0.552,grey,0.3,8
144A,879S,2026-07-12T01:21:38,141.83255004882812,EE,33,"-113.08441529869972,53.791463753725736",138,Scotford Upgrader,Point,138,1.028,green,0.3,8
144B,879S,2026-07-12T01:21:38,142.1676025390625,EE,33,"-113.10068736685972,53.800578358962824",138,Scotford Upgrader,Point,138,1.03,green,0.3,8
2L,879S,2026-07-12T01:21:38,141.91920471191406,EE,33,"-113.09907188135278,53.800395744674645",138,Scotford Upgrader,Point,138,1.028,green,0.3,8
34A,879S,2026-07-12T01:21:38,34.76340103149414,EE,33,"-113.08405692452561,53.79776536318611",138,Scotford Upgrader,Point,72,0.483,purple,0.3,8
34B,879S,2026-07-12T01:21:38,34.89360046386719,EE,33,"-113.09423921472687,53.79132109875752",138,Scotford Upgrader,Point,72,0.485,purple,0.3,8
3L,879S,2026-07-12T01:21:38,142.08480834960938,EE,33,"-113.1012668541119,53.7916973878806",138,Scotford Upgrader,Point,138,1.03,green,0.3,8
138E,87S,2026-07-12T01:21:38,142.62405395507812,WC,35,"-113.7318160493979,52.293393149246555",138/240,Gaetz,Point,138,1.034,green,0.3,8
138W,87S,2026-07-12T01:21:38,142.55477905273438,WC,35,"-113.73505203674235,52.29729669176703",138/240,Gaetz,Point,138,1.033,green,0.3,8
240E,87S,2026-07-12T01:21:38,253.38963317871094,WC,35,"-113.72570018527357,52.31058516738312",138/240,Gaetz,Point,240,1.056,red,0.3,8
240W,87S,2026-07-12T01:21:38,254.03045654296875,WC,35,"-113.7231869536323,52.310926245656994",138/240,Gaetz,Point,240,1.058,red,0.3,8
500PT1,880S,2026-07-12T01:21:38,25.81999969482422,EE,13,"-110.29569719751035,53.09132686845731",144,Briker,Point,25,1.033,grey,0.3,8
4_16_BUS,883S,2026-07-12T01:21:38,4.21999979019165,FM,25,"-111.30049489611118,56.464966217332126",144,Gregoire,Point,25,0.169,grey,0.3,8
144A,885S,2026-07-12T01:21:38,150.34999084472656,FM,25,"-112.2404076169402,55.74439888730559",144/240,McMillan,Point,138,1.089,green,0.447,8
901,885S,2026-07-12T01:21:38,265.1523132324219,FM,25,"-112.242707246103,55.75854463874139",144/240,McMillan,Point,240,1.105,red,0.524,8
902,885S,2026-07-12T01:21:38,265.04998779296875,FM,25,"-112.23832725434508,55.746021304387405",144/240,McMillan,Point,240,1.104,red,0.522,8
240A,888S,2026-07-12T01:21:38,265.0299987792969,FM,25,"-111.92014510281517,57.02390641280383",240,Dover,Point,240,1.104,red,0.521,8
902,888S,2026-07-12T01:21:38,267.75,FM,25,"-111.92781795529775,57.02565588400319",240,Dover,Point,240,1.116,red,0.578,8
904,888S,2026-07-12T01:21:38,266.44000244140625,FM,25,"-111.92777018598002,57.02942111767684",240,Dover,Point,240,1.11,red,0.551,8
907,888S,2026-07-12T01:21:38,266.5899963378906,FM,25,"-111.91836287696208,57.03685511317303",240,Dover,Point,240,1.111,red,0.554,8
909,888S,2026-07-12T01:21:38,266.489990234375,FM,25,"-111.91944823357042,57.03374630907962",240,Dover,Point,240,1.11,red,0.552,8
910,888S,2026-07-12T01:21:38,266.8954162597656,FM,25,"-111.91159731001234,57.03807305879713",240,Dover,Point,240,1.112,red,0.56,8
